T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     266.206                 583.833               
200     235.463                 584.066               
250     232.403                 584.282               
298.15  231.716                 584.505               
300     231.717                 584.513               
350     232.238                 584.742               
400     233.415                 584.958               
450     234.959                 585.154               
500     236.709                 585.325               
600     240.493                 585.592               
700     244.369                 585.768               
800     248.182                 585.868               
900     251.871                 585.911               
1000    255.413                 585.909               
1100    258.804                 585.874               
1200    262.046                 585.814               
1300    265.148                 585.733               
1400    268.117                 585.634               
1500    270.961                 585.522               
1600    273.691                 585.397               
1700    276.312                 585.260               
1800    278.833                 585.113               
1900    281.261                 584.954               
2000    283.601                 584.786               
2100    285.860                 584.608               
2200    288.042                 584.420               
2300    290.153                 584.222               
2400    292.196                 584.014               
2500    294.177                 583.795               
2600    296.097                 583.567               
2700    297.962                 583.328               
2800    299.774                 583.079               
2900    301.535                 582.819               
3000    303.249                 582.550               
3100    304.918                 582.269               
3200    306.544                 581.978               
3300    308.129                 581.676               
3400    309.676                 581.363               
3500    311.185                 581.039               
3600    312.660                 580.704               
3700    314.100                 580.359               
3800    315.509                 580.002               
3900    316.886                 579.634               
4000    318.235                 579.255               
4100    319.555                 578.865               
4200    320.847                 578.463               
4300    322.114                 578.050               
4400    323.356                 577.626               
4500    324.574                 577.190               
4600    325.768                 576.743               
4700    326.941                 576.284               
4800    328.092                 575.813               
4900    329.222                 575.331               
5000    330.332                 574.837               
5100    331.423                 574.331               
5200    332.495                 573.812               
5300    333.549                 573.282               
5400    334.586                 572.740               
5500    335.606                 572.186               
5600    336.609                 571.619               
5700    337.597                 571.039               
5800    338.569                 570.447               
5900    339.527                 569.842               
6000    340.470                 569.223               
