T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     369.234                 -287.829              
200     316.474                 -288.727              
250     310.988                 -288.783              
298.15  309.735                 -288.696              
300     309.737                 -288.691              
350     310.708                 -288.494              
400     312.924                 -288.227              
450     315.859                 -287.912              
500     319.211                 -287.569              
600     326.511                 -286.835              
700     334.034                 -286.079              
800     341.455                 -285.322              
900     348.635                 -284.577              
1000    355.520                 -283.848              
1100    362.094                 -283.139              
1200    368.364                 -282.452              
1300    374.342                 -281.788              
1400    380.044                 -281.148              
1500    385.490                 -280.533              
1600    390.697                 -279.943              
1700    395.682                 -279.379              
1800    400.461                 -278.842              
1900    405.049                 -278.330              
2000    409.459                 -277.845              
2100    413.704                 -277.387              
2200    417.794                 -276.957              
2300    421.741                 -276.553              
2400    425.552                 -276.178              
2500    429.238                 -275.830              
2600    432.805                 -275.510              
2700    436.261                 -275.219              
2800    439.612                 -274.955              
2900    442.865                 -274.719              
3000    446.024                 -274.508              
3100    449.095                 -274.323              
3200    452.083                 -274.161              
3300    454.991                 -274.020              
3400    457.824                 -273.897              
3500    460.586                 -273.791              
3600    463.280                 -273.697              
3700    465.909                 -273.613              
3800    468.477                 -273.534              
3900    470.985                 -273.458              
4000    473.437                 -273.381              
4100    475.836                 -273.298              
4200    478.182                 -273.206              
4300    480.480                 -273.102              
4400    482.729                 -272.982              
4500    484.934                 -272.842              
4600    487.094                 -272.679              
4700    489.213                 -272.490              
4800    491.291                 -272.273              
4900    493.330                 -272.024              
5000    495.331                 -271.742              
5100    497.297                 -271.424              
5200    499.227                 -271.068              
5300    501.124                 -270.674              
5400    502.988                 -270.238              
5500    504.821                 -269.761              
5600    506.623                 -269.241              
5700    508.396                 -268.678              
5800    510.140                 -268.070              
5900    511.857                 -267.418              
6000    513.547                 -266.721              
