T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     238.329                 475.267               
200     215.038                 476.391               
250     212.842                 476.751               
298.15  212.358                 476.976               
300     212.359                 476.983               
350     212.719                 477.108               
400     213.523                 477.145               
450     214.570                 477.111               
500     215.751                 477.024               
600     218.286                 476.737               
700     220.870                 476.343               
800     223.403                 475.870               
900     225.847                 475.331               
1000    228.187                 474.735               
1100    230.421                 474.088               
1200    232.552                 473.394               
1300    234.585                 472.656               
1400    236.527                 471.878               
1500    238.383                 471.061               
1600    240.160                 470.209               
1700    241.863                 469.324               
1800    243.498                 468.408               
1900    245.070                 467.462               
2000    246.584                 466.488               
2100    248.042                 465.488               
2200    249.450                 464.463               
2300    250.810                 463.413               
2400    252.126                 412.080               
2500    253.400                 410.905               
2600    254.635                 409.741               
2700    255.834                 408.587               
2800    256.998                 407.443               
2900    258.130                 406.309               
3000    259.230                 405.185               
3100    260.302                 404.071               
3200    261.347                 402.967               
3300    262.365                 401.872               
3400    263.359                 400.786               
3500    264.329                 399.708               
3600    265.277                 398.639               
3700    266.203                 397.579               
3800    267.110                 396.526               
3900    267.996                 395.481               
4000    268.864                 394.443               
4100    269.714                 393.412               
4200    270.547                 -87.461               
4300    271.364                 -87.391               
4400    272.165                 -87.317               
4500    272.950                 -87.238               
4600    273.722                 -87.156               
4700    274.479                 -87.070               
4800    275.222                 -86.982               
4900    275.953                 -86.892               
5000    276.671                 -86.800               
5100    277.377                 -86.706               
5200    278.072                 -86.612               
5300    278.755                 -86.517               
5400    279.427                 -86.422               
5500    280.089                 -86.327               
5600    280.740                 -86.233               
5700    281.382                 -86.141               
5800    282.014                 -86.051               
5900    282.636                 -85.963               
6000    283.250                 -85.878               
