T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     113.592                 0.                    
200     80.284                  0.                    
250     76.490                  0.                    
298.15  76.028                  0.                    
300     76.028                  0.                    
350     76.368                  0.                    
400     77.118                  0.                    
450     78.083                  0.                    
500     79.158                  0.                    
600     81.432                  0.                    
700     83.705                  58.754                
800     85.899                  -58.089               
900     87.990                  -57.394               
1000    89.973                  -56.667               
1100    91.852                  -55.909               
1200    93.634                  -55.120               
1300    95.328                  -54.299               
1400    96.939                  -53.447               
1500    98.476                  -52.563               
1600    99.945                  -51.649               
1700    101.352                 -50.702               
1800    102.703                 -49.725               
1900    104.000                 -48.716               
2000    105.250                 -47.675               
