T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  196.648                 -1196.624             
300     196.651                 -1196.559             
400     202.901                 -1195.380             
500     214.994                 -1191.274             
600     228.897                 -1186.429             
700     243.203                 -1180.903             
800     257.345                 -1174.867             
900     271.078                 -1168.589             
1000    284.290                 -1172.876             
