T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  235.102                 -3663.190             
300     235.106                 -3663.240             
400     243.810                 -3666.578             
500     261.092                 -3666.934             
600     281.385                 -3665.905             
700     302.615                 -3663.635             
800     323.931                 -3660.086             
900     344.962                 -3655.500             
1000    365.529                 -3675.747             
1100    385.548                 -3669.736             
1200    404.960                 -3790.321             
1300    423.944                 -3773.316             
1400    442.817                 -4136.486             
1500    461.439                 -4113.490             
1600    479.715                 -4090.605             
1700    497.589                 4067.825              
1800    515.032                 -4045.147             
1900    532.029                 -4022.568             
2000    548.577                 -4000.086             
2100    564.682                 -3977.702             
2200    580.352                 -3955.413             
2300    595.599                 -3933.220             
2400    610.437                 -3911.122             
2500    624.880                 -3889.119             
2600    638.943                 -3867.209             
2700    652.642                 -3845.394             
2800    665.992                 -3823.673             
2900    679.006                 -3802.047             
3000    691.699                 -3780.518             
3100    704.084                 -3759.085             
3200    716.175                 -3737.751             
3300    727.982                 -3716.518             
3400    739.519                 -3695.387             
3500    750.797                 -3674.363             
3600    761.824                 -3653.448             
3700    772.613                 -3632.647             
3800    783.172                 -3611.963             
3900    793.510                 -3591.401             
4000    803.636                 -3570.967             
4100    813.558                 -3550.666             
4200    823.284                 -3530.503             
4300    832.820                 -3510.485             
4400    842.174                 -3490.617             
4500    851.353                 -3470.904             
