T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  172.108                 -730.193              
300     172.109                 -730.242              
400     175.158                 -759.926              
500     180.985                 -759.406              
600     187.598                 -759.501              
700     194.319                 -758.593              
800     200.895                 -757.994              
900     207.340                 -755.179              
1000    213.664                 -752.375              
1100    219.793                 -757.949              
1200    225.696                 755.398               
1300    231.364                 -752.756              
1400    236.798                 -750.045              
1500    242.008                 -747.287              
1600    247.004                 -744.504              
1700    251.798                 -741.717              
1800    256.402                 -738.950              
1900    260.828                 -736.225              
2000    265.087                 -733.565              
2100    269.191                 -730.993              
2200    273.148                 -868.053              
2300    276.969                 -864.890              
2400    280.661                 -861.972              
2500    284.233                 -859.302              
2600    287.691                 -856.874              
2700    291.043                 -854.678              
2800    294.294                 -852.699              
2900    297.450                 -850.916              
3000    300.516                 -849.307              
