T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     327.998                 -158.825              
200     284.237                 -161.776              
250     279.570                 -162.646              
298.15  278.490                 -163.176              
300     278.492                 -163.191              
350     279.343                 -163.484              
400     281.304                 -163.585              
450     283.923                 -163.538              
500     286.937                 -163.376              
600     293.564                 -162.803              
700     300.465                 -162.004              
800     307.331                 -161.062              
900     314.021                 -160.029              
1000    320.474                 -158.937              
1100    326.668                 -157.811              
1200    332.601                 -156.666              
1300    338.279                 -155.511              
1400    343.714                 -154.357              
1500    348.920                 -153.209              
1600    353.911                 -152.071              
1700    358.700                 -150.945              
1800    363.301                 -149.832              
1900    367.726                 -148.732              
2000    371.987                 -147.643              
2100    376.095                 -146.563              
2200    380.059                 -145.487              
2300    383.888                 -144.411              
2400    387.592                 -143.332              
2500    391.176                 -142.244              
2600    394.650                 -141.142              
2700    398.018                 -140.023              
2800    401.287                 -138.881              
2900    404.462                 -137.712              
3000    407.549                 -136.513              
3100    410.552                 -135.280              
3200    413.475                 -134.011              
3300    416.323                 -132.703              
3400    419.098                 -131.355              
3500    421.806                 -129.964              
3600    424.448                 -128.529              
3700    427.028                 -127.050              
3800    429.548                 -125.525              
3900    432.012                 -123.955              
4000    434.422                 -122.340              
4100    436.780                 -120.680              
4200    439.087                 -118.975              
4300    441.348                 -117.226              
4400    443.562                 -115.434              
4500    445.732                 -113.600              
4600    447.860                 -111.724              
4700    449.947                 -109.808              
4800    451.995                 -107.853              
4900    454.005                 -105.860              
5000    455.979                 -103.832              
5100    457.917                 -101.769              
5200    459.822                 -99.672               
5300    461.694                 -97.544               
5400    463.534                 -95.385               
5500    465.343                 -93.198               
5600    467.123                 -90.984               
5700    468.875                 -88.745               
5800    470.598                 -86.482               
5900    472.295                 -84.197               
6000    473.965                 -81.892               
