T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     255.951                 211.712               
200     227.508                 209.225               
250     224.721                 208.094               
298.15  224.092                 207.108               
300     224.092                 207.072               
350     224.578                 206.177               
400     225.690                 205.412               
450     227.174                 204.774               
500     228.884                 204.254               
600     232.673                 203.524               
700     236.673                 203.134               
800     240.715                 203.004               
900     244.717                 203.068               
1000    248.636                 203.278               
1100    252.453                 203.595               
1200    256.157                 203.991               
1300    259.745                 204.446               
1400    263.217                 204.944               
1500    266.576                 205.474               
1600    269.826                 206.027               
1700    272.971                 206.596               
1800    276.015                 207.177               
1900    278.963                 207.766               
2000    281.821                 208.359               
2100    284.591                 208.955               
2200    287.280                 209.550               
2300    289.890                 210.144               
2400    292.426                 210.734               
2500    294.891                 211.321               
2600    297.290                 211.902               
2700    299.624                 212.477               
2800    301.898                 213.045               
2900    304.114                 213.606               
3000    306.275                 214.159               
3100    308.383                 214.704               
3200    310.441                 215.239               
3300    312.451                 215.764               
3400    314.415                 216.279               
3500    316.335                 216.784               
3600    318.212                 217.277               
3700    320.050                 217.759               
3800    321.848                 218.229               
3900    323.610                 218.687               
4000    325.336                 219.132               
4100    327.027                 219.565               
4200    328.685                 219.984               
4300    330.312                 220.390               
4400    331.908                 220.783               
4500    333.474                 221.162               
4600    335.012                 221.528               
4700    336.522                 221.880               
4800    338.006                 222.219               
4900    339.465                 222.544               
5000    340.898                 222.856               
5100    342.308                 223.154               
5200    343.694                 223.440               
5300    345.058                 223.714               
5400    346.400                 223.977               
5500    347.721                 224.227               
5600    349.021                 224.467               
5700    350.302                 224.697               
5800    351.564                 224.917               
5900    352.807                 225.127               
6000    354.031                 225.328               
