T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     98.120                  -169.119              
200     58.251                  -170.607              
298.15  52.916                  -171.544              
300     52.918                  -171.559              
400     55.451                  -176.792              
500     60.425                  -180.441              
600     66.152                  -183.375              
700     72.019                  -185.865              
800     77.786                  -188.169              
900     83.362                  -296.773              
1000    88.717                  -297.090              
1100    93.849                  -298.128              
1200    98.767                  -298.440              
1300    103.483                 -296.931              
1400    108.012                 -295.333              
