T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     93.035                  -1016.411             
200     56.731                  -1018.338             
298.15  51.731                  -1019.222             
300     51.732                  -1019.231             
400     54.252                  -1019.534             
500     59.329                  -1022.756             
600     65.341                  -1022.692             
700     71.665                  -1022.217             
800     78.038                  -1021.330             
900     84.342                  -1020.027             
1000    90.528                  -1018.286             
1100    96.574                  -1016.088             
1200    104.641                 -977.372              
1300    112.785                 -972.038              
1400    120.559                 -966.776              
1500    127.985                 -961.578              
1600    135.084                 -956.440              
1700    141.879                 -1096.594             
1800    148.391                 -1090.814             
1900    154.639                 -1085.096             
2000    160.643                 -1079.438             
2100    166.418                 -1073.842             
2200    171.981                 -1068.306             
2300    177.346                 -1062.832             
2400    182.525                 -1107.678             
2500    187.530                 -1102.406             
2600    192.372                 -1097.164             
2700    197.061                 -1091.954             
2800    201.607                 -1086.777             
2900    206.016                 -1081.634             
3000    210.298                 -1076.526             
