T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     12.207                  0.                    
200     6.704                   0.                    
250     6.007                   0.                    
298.15  5.834                   0.                    
300     5.834                   0.                    
350     5.981                   0.                    
400     6.335                   0.                    
450     6.828                   0.                    
500     7.415                   0.                    
600     8.758                   0.                    
700     10.212                  0.                    
800     11.699                  0.                    
900     13.181                  0.                    
1000    14.637                  0.                    
1100    16.055                  0.                    
1200    17.430                  0.                    
1300    18.762                  0.                    
1400    20.051                  0.                    
1500    21.296                  0.                    
1600    22.501                  0.                    
1700    23.667                  0.                    
1800    24.796                  0.                    
1900    25.891                  0.                    
2000    26.952                  0.                    
2100    27.983                  0.                    
2200    28.984                  0.                    
2300    29.958                  0.                    
2400    30.906                  50.259                
2500    31.829                  -50.337               
2600    32.730                  -50.383               
2700    33.608                  -50.396               
2800    34.466                  -50.377               
