T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     304.737                 -27.540               
200     275.595                 -28.926               
250     272.824                 -29.705               
298.15  272.213                 -30.494               
300     272.214                 -30.526               
350     272.667                 -31.423               
400     273.675                 -40.345               
450     274.979                 -41.891               
500     276.440                 -63.522               
600     279.544                 -64.567               
700     282.663                 -65.712               
800     285.678                 -66.959               
900     288.551                 -68.939               
1000    291.272                 -70.076               
1100    293.843                 -79.115               
1200    296.276                 -81.166               
1300    298.579                 -83.221               
1400    300.763                 -85.286               
1500    302.838                 -87.363               
1600    304.814                 -89.459               
1700    306.699                 -228.491              
1800    308.500                 -228.773              
1900    310.224                 -229.088              
2000    311.878                 -229.437              
2100    313.467                 -229.822              
2200    314.995                 -230.244              
2300    316.468                 -230.704              
2400    317.888                 -231.201              
2500    319.261                 -231.737              
2600    320.588                 -232.312              
2700    321.874                 -232.927              
2800    323.120                 -233.585              
2900    324.330                 -234.288              
3000    325.505                 -235.039              
3100    326.648                 -235.843              
3200    327.760                 -236.705              
3300    328.844                 -237.629              
3400    329.901                 -238.620              
3500    330.932                 -239.683              
3600    331.940                 -240.824              
3700    332.925                 -242.045              
3800    333.888                 -243.350              
3900    334.831                 -244.744              
4000    335.754                 -246.226              
4100    336.659                 -247.800              
4200    337.547                 -249.461              
4300    338.418                 -251.215              
4400    339.273                 -253.057              
4500    340.113                 -254.985              
4600    340.938                 -256.931              
4700    341.750                 -259.001              
4800    342.549                 -261.141              
4900    343.334                 -263.345              
5000    344.108                 -265.601              
5100    344.870                 -267.890              
5200    345.621                 -270.242              
5300    346.361                 -272.630              
5400    347.090                 -275.048              
5500    347.810                 -277.489              
5600    348.520                 -279.946              
5700    349.220                 -282.413              
5800    349.912                 -284.882              
5900    350.595                 -287.138              
6000    351.269                 -289.565              
