T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  127.126                 -1418.459             
300     127.127                 -1418.458             
400     131.219                 -1417.245             
500     139.609                 -1414.787             
600     149.550                 -1411.816             
700     159.907                 -1408.621             
800     170.186                 -1405.305             
900     180.170                 -1401.996             
1000    189.770                 -1398.867             
1100    198.956                 -1396.065             
1200    207.731                 -1401.573             
1300    216.109                 -1398.013             
1400    224.111                 -1394.577             
1500    231.777                 -1390.649             
1600    239.139                 -1386.969             
1700    246.212                 -1383.562             
1800    253.012                 -1380.453             
1900    259.555                 -1377.668             
2000    265.857                 -1404.606             
2100    271.933                 -1404.042             
2200    277.796                 1403.512              
2300    283.459                 -1403.015             
2400    288.935                 -1402.552             
2500    294.234                 -1402.122             
2600    299.367                 -1401.724             
2700    304.344                 -1401.357             
2800    309.172                 -1401.021             
2900    313.861                 -1400.715             
3000    318.418                 -1400.438             
3100    322.849                 -1400.189             
3200    327.162                 -1399.967             
3300    331.361                 -1399.771             
3400    335.454                 -1399.600             
3500    339.445                 -1399.454             
