T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     234.234                 187.401               
200     207.397                 186.323               
298.15  204.291                 185.351               
300     204.292                 185.334               
400     205.661                 184.476               
500     208.302                 183.775               
600     211.334                 183.231               
700     214.455                 182.825               
800     217.546                 182.535               
900     220.559                 182.337               
1000    223.476                 182.210               
1100    226.290                 182.136               
1200    229.002                 182.101               
1300    231.613                 182.096               
1400    234.129                 182.112               
1500    236.553                 182.145               
1600    238.892                 182.192               
1700    241.149                 182.250               
1800    243.329                 182.319               
1900    245.438                 182.399               
2000    247.479                 182.490               
2100    249.457                 182.595               
2200    251.375                 182.713               
2300    253.236                 182.846               
2400    255.045                 182.996               
2500    256.804                 183.164               
2600    258.515                 183.351               
2700    260.182                 183.556               
2800    261.807                 183.782               
2900    263.392                 184.027               
3000    264.939                 184.292               
3100    266.450                 184.576               
3200    267.927                 184.879               
3300    269.372                 185.199               
3400    270.785                 185.537               
3500    272.169                 185.890               
3600    273.525                 186.257               
3700    274.854                 186.638               
3800    276.156                 187.029               
3900    277.434                 187.430               
4000    278.688                 187.839               
4100    279.919                 188.255               
4200    281.128                 188.675               
4300    282.316                 189.098               
4400    283.483                 189.522               
4500    284.631                 189.946               
4600    285.759                 190.369               
4700    286.869                 190.789               
4800    287.961                 191.205               
4900    289.035                 191.615               
5000    290.093                 192.020               
5100    291.134                 192.418               
5200    292.160                 192.808               
5300    293.170                 193.189               
5400    294.166                 193.562               
5500    295.146                 193.926               
5600    296.113                 194.280               
5700    297.066                 194.625               
5800    298.006                 194.959               
5900    298.933                 195.284               
6000    299.847                 195.598               
