T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  114.398                 -675.990              
300     114.399                 -675.960              
400     117.344                 -674.354              
500     122.988                 -672.694              
600     129.466                 670.557               
700     136.333                 -670.616              
800     143.801                 -664.448              
900     151.145                 -661.404              
1000    158.076                 -658.606              
1100    164.607                 -655.807              
1200    170.765                 653.003               
1300    176.583                 -650.200              
1400    182.088                 -647.410              
1500    187.310                 -644.642              
