T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     515.288                 -1483.965             
200     420.354                 -1487.781             
250     410.650                 -1488.935             
298.15  408.442                 -1489.713             
300     408.445                 -1489.737             
350     410.153                 -1490.230             
400     414.048                 -1490.459             
450     419.207                 -1490.467             
500     425.103                 -1490.291             
600     437.958                 -1489.489             
700     451.243                 -1488.199             
800     464.396                 -1486.503             
900     477.182                 -1484.459             
1000    489.509                 -1482.120             
1100    501.349                 -1479.531             
1200    512.709                 -1476.738             
1300    523.605                 -1473.781             
1400    534.063                 -1470.693             
1500    544.108                 -1467.506             
1600    553.767                 -1464.243             
1700    563.065                 -1460.923             
1800    572.024                 -1457.560             
1900    580.667                 -1454.163             
2000    589.015                 -1450.740             
2100    597.084                 -1447.291             
2200    604.893                 -1443.819             
2300    612.456                 -1440.321             
2400    619.789                 -1436.795             
2500    626.904                 -1433.236             
2600    633.813                 -1429.640             
2700    640.528                 -1426.002             
2800    647.059                 -1422.319             
2900    653.416                 -1418.585             
3000    659.607                 -1414.798             
3100    665.641                 -1410.954             
3200    671.525                 -1407.050             
3300    677.266                 -1403.085             
3400    682.871                 -1399.058             
3500    688.347                 -1394.966             
3600    693.698                 -1390.811             
3700    698.931                 -1386.591             
3800    704.051                 -1382.309             
3900    709.061                 -1377.964             
4000    713.967                 -1373.558             
4100    718.773                 -1369.092             
4200    723.483                 -1364.569             
4300    728.101                 -1359.989             
4400    732.630                 -1355.354             
4500    737.073                 -1350.667             
4600    741.433                 -1345.929             
4700    745.714                 -1341.141             
4800    749.919                 -1336.306             
4900    754.049                 -1331.425             
5000    758.108                 -1326.499             
5100    762.098                 -1321.529             
5200    766.021                 -1316.517             
5300    769.880                 -1311.463             
5400    773.676                 -1306.369             
5500    777.412                 -1301.234             
5600    781.089                 -1296.059             
5700    784.709                 -1290.845             
5800    788.274                 -1285.591             
5900    791.786                 -1280.297             
6000    795.246                 -1274.963             
