T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     90.253                  -1026.493             
200     57.702                  -1026.935             
298.15  53.354                  -1026.754             
300     53.355                  -1026.746             
400     55.522                  -1026.081             
500     59.971                  -1024.661             
600     65.302                  -1023.604             
700     70.720                  -1022.636             
800     76.051                  -1021.495             
900     81.229                  1020.160              
1000    86.234                  -1018.617             
1100    91.064                  -1016.858             
1200    95.727                  -1014.876             
1300    100.234                 -1012.670             
