T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  125.520                 -2560.901             
300     125.523                 -2560.946             
400     131.457                 -2561.976             
500     143.694                 -2567.627             
600     158.287                 -2566.295             
700     173.613                 -2564.136             
800     188.951                 -2561.408             
900     203.978                 -2558.215             
1000    218.552                 -2554.617             
1100    232.618                 -2550.660             
1200    246.164                 -2546.385             
1300    259.253                 -2540.956             
1400    274.580                 -2482.396             
1500    289.252                 -2477.759             
1600    303.137                 -2473.253             
1700    316.312                 -2859.704             
1800    328.844                 -2853.489             
1900    340.791                 -2847.336             
2000    352.204                 -2841.245             
2100    363.129                 -2835.217             
2200    373.603                 -2829.253             
2300    383.664                 -2823.356             
2400    393.341                 -2817.526             
2500    402.662                 -2811.766             
2600    411.652                 -2806.078             
2700    420.334                 -2800.463             
2800    428.729                 -2794.925             
2900    436.853                 -2789.465             
3000    444.725                 -2784.085             
