T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     209.316                 -705.626              
200     150.374                 -705.976              
298.15  143.438                 -717.974              
300     143.439                 -718.022              
400     146.482                 -747.431              
500     152.295                 -745.957              
600     158.881                 -744.434              
700     165.563                 -742.832              
800     172.094                 -741.107              
900     178.394                 -739.825              
1000    185.617                 723.327               
1100    192.790                 -726.540              
1200    199.640                 -722.773              
1300    206.174                 -719.013              
1400    212.408                 -715.263              
1500    218.359                 -711.522              
