T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  98.742                  -416.726              
300     98.744                  -416.714              
400     101.489                 -417.807              
500     107.640                 -408.701              
600     116.598                 -401.949              
700     125.944                 -399.983              
800     134.415                 -398.062              
900     142.140                 -396.187              
1000    149.229                 -461.488              
1100    155.771                 -458.682              
1200    161.842                 -455.916              
1300    167.503                 -453.188              
1400    172.804                 -450.499              
1500    177.787                 -447.847              
1600    182.487                 -445.234              
1700    186.934                 -442.659              
1800    191.154                 -440.125              
1900    195.169                 -437.633              
2000    198.996                 -435.187              
