T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     283.981                 206.689               
200     257.458                 206.118               
250     254.882                 205.775               
298.15  254.309                 205.434               
300     254.310                 205.421               
350     254.739                 205.058               
400     255.698                 204.685               
450     256.946                 204.302               
500     258.348                 203.910               
600     261.345                 203.095               
700     264.374                 202.239               
800     267.322                 201.343               
900     270.149                 200.400               
1000    272.844                 199.401               
1100    275.409                 198.339               
1200    277.851                 193.496               
1300    280.178                 192.833               
1400    282.399                 192.169               
1500    284.522                 191.489               
1600    286.554                 190.776               
1700    288.503                 190.016               
1800    290.375                 189.192               
1900    292.175                 188.291               
2000    293.908                 187.296               
2100    295.579                 186.195               
2200    297.192                 163.650               
2300    298.751                 161.877               
2400    300.258                 160.105               
2500    301.718                 158.331               
2600    303.132                 156.554               
2700    304.504                 154.771               
2800    305.836                 152.982               
2900    307.130                 151.185               
3000    308.388                 149.381               
3100    309.612                 147.568               
3200    310.804                 145.746               
3300    311.964                 143.917               
3400    313.096                 142.080               
3500    314.200                 140.236               
3600    315.277                 138.386               
3700    316.329                 136.531               
3800    317.357                 134.673               
3900    318.361                 132.812               
4000    319.344                 130.950               
4100    320.305                 129.088               
4200    321.246                 127.229               
4300    322.168                 125.372               
4400    323.071                 123.520               
4500    323.956                 121.674               
4600    324.824                 119.835               
4700    325.675                 118.005               
4800    326.510                 -444.752              
4900    327.330                 -446.213              
5000    328.135                 -447.680              
5100    328.925                 -449.150              
5200    329.702                 -450.621              
5300    330.466                 -452.090              
5400    331.217                 -453.556              
5500    331.955                 -455.016              
5600    332.681                 -456.470              
5700    333.396                 -457.915              
5800    334.099                 -459.349              
5900    334.791                 -460.772              
6000    335.473                 -462.182              
