T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  164.611                 -358.355              
300     164.614                 -358.243              
400     170.933                 -352.412              
500     182.864                 -350.140              
600     196.224                 345.150               
700     209.620                 -340.312              
800     222.554                 -335.624              
900     234.856                 -331.077              
1000    246.492                 -326.647              
1100    257.479                 -322.313              
1200    267.856                 -318.059              
1300    277.671                 -313.876              
1400    286.970                 -309.751              
1500    295.797                 -305.678              
