T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     181.424                 -765.239              
200     117.649                 -768.538              
298.15  109.254                 -769.982              
300     109.256                 -769.994              
400     113.347                 -772.288              
500     121.566                 -772.767              
600     131.291                 -772.095              
700     141.488                 -770.647              
800     151.691                 -768.713              
900     161.680                 -819.616              
1000    171.352                 -815.986              
1100    180.665                 -812.287              
1200    189.609                 -808.556              
1300    198.191                 -804.849              
1400    206.427                 -814.329              
1500    214.335                 -810.587              
1600    221.935                 -806.756              
1700    229.247                 -802.843              
1800    236.289                 -798.849              
1900    243.081                 -794.778              
2000    249.638                 -790.631              
