T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  164.918                 70.180                
300     164.919                 70.142                
350     165.196                 69.075                
400     165.812                 65.741                
450     166.606                 63.905                
500     167.493                 61.985                
600     169.364                 58.545                
700     171.229                 55.317                
800     173.021                 52.205                
900     174.716                 -3.969                
1000    176.312                 -5.756                
1100    177.813                 -7.568                
1200    179.226                 -9.403                
1300    180.558                 -11.261               
1400    181.816                 -13.140               
1500    183.007                 -15.039               
1600    184.138                 -16.956               
1700    185.213                 -18.891               
1800    186.237                 -20.843               
1900    187.215                 -22.810               
2000    188.151                 -24.791               
2100    189.047                 -26.785               
2200    189.907                 -28.791               
2300    190.734                 -30.807               
2400    191.530                 -32.833               
2500    192.297                 -34.869               
2600    193.037                 -36.912               
2700    193.753                 -38.963               
2800    194.445                 -41.020               
2900    195.114                 -43.083               
3000    195.764                 -45.153               
3100    196.393                 -47.227               
3200    197.005                 -49.307               
3300    197.599                 -51.391               
3400    198.177                 -53.479               
3500    198.739                 -55.573               
3600    199.287                 -57.671               
3700    199.820                 -59.773               
3800    200.341                 -61.880               
3900    200.849                 -63.991               
4000    201.344                 -66.108               
4100    201.829                 -68.229               
4200    202.302                 -70.355               
4300    202.765                 -72.487               
4400    203.218                 -74.624               
4500    203.661                 -76.767               
4600    204.095                 -78.916               
4700    204.520                 -81.070               
4800    204.937                 -83.232               
4900    205.345                 -85.399               
5000    205.746                 -87.573               
5100    206.139                 -89.754               
5200    206.525                 -91.943               
5300    206.904                 -94.138               
5400    207.276                 -96.340               
5500    207.642                 -98.550               
5600    208.001                 -100.767              
5700    208.354                 -102.992              
5800    208.701                 -105.224              
5900    209.043                 -107.464              
6000    209.379                 -109.711              
