T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  192.172                 -156.626              
300     192.174                 -156.629              
400     196.179                 -183.665              
500     203.740                 -179.875              
600     212.207                 -176.100              
700     220.697                 -231.103              
800     228.894                 -226.726              
900     236.691                 -222.359              
1000    244.065                 -218.003              
1100    251.028                 -213.656              
1200    257.605                 -209.317              
1300    263.826                 -204.987              
1400    269.719                 -200.666              
1500    275.313                 -196.355              
