T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  75.312                  -962.320              
300     75.313                  -962.303              
400     77.950                  -961.282              
500     83.054                  -960.115              
600     88.908                  -958.807              
700     94.909                  -957.380              
800     100.817                 -955.874              
900     106.535                 -954.322              
1000    112.026                 -952.743              
1100    117.283                 -951.168              
1200    122.981                 -915.322              
1300    130.269                 -911.919              
1400    137.068                 -908.578              
1500    143.438                 -905.311              
1600    149.432                 -902.125              
1700    155.089                 -899.029              
1800    160.447                 -896.033              
1900    165.534                 -893.144              
2000    170.376                 -890.371              
2100    174.997                 -887.719              
2200    179.415                 -906.521              
2300    183.648                 -904.551              
2400    187.709                 -902.577              
2500    191.614                 -900.594              
2600    195.372                 -898.599              
2700    198.995                 -896.587              
2800    202.492                 -894.557              
2900    205.872                 -892.505              
3000    209.142                 -890.429              
