T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     320.197                 -645.510              
200     279.734                 -646.098              
250     275.651                 -646.469              
298.15  274.727                 -646.846              
300     274.728                 -646.861              
350     275.438                 -647.283              
400     277.050                 -647.770              
450     279.176                 -648.343              
500     281.600                 -652.005              
600     286.868                 -653.298              
700     292.296                 -654.538              
800     297.656                 -655.754              
900     302.853                 -656.970              
1000    307.849                 -658.188              
1100    312.632                 -659.411              
1200    317.205                 -660.644              
1300    321.577                 -661.891              
1400    325.757                 -663.153              
1500    329.758                 -664.431              
1600    333.591                 -665.728              
1700    337.268                 -812.285              
1800    340.800                 -812.878              
1900    344.196                 -813.507              
2000    347.465                 -814.177              
2100    350.616                 -814.888              
2200    353.657                 -815.644              
2300    356.595                 -816.447              
2400    359.435                 -867.558              
2500    362.185                 -868.539              
2600    364.849                 -869.540              
2700    367.432                 -870.564              
2800    369.940                 -871.613              
2900    372.375                 -872.689              
3000    374.743                 -873.793              
3100    377.046                 -874.927              
3200    379.288                 -876.093              
3300    381.473                 -877.292              
3400    383.602                 -878.526              
3500    385.679                 -879.795              
3600    387.706                 -881.101              
3700    389.685                 -882.446              
3800    391.619                 -883.830              
3900    393.510                 -885.254              
4000    395.359                 -886.720              
4100    397.168                 -888.230              
4200    398.939                 -1369.633             
4300    400.673                 -1370.146             
4400    402.372                 -1370.688             
4500    404.037                 -1371.291             
4600    405.670                 -1371.948             
4700    407.272                 -1372.659             
4800    408.844                 -1373.425             
4900    410.387                 -1374.248             
5000    411.902                 -1375.132             
5100    413.390                 -1376.072             
5200    414.851                 -1377.080             
5300    416.288                 -1378.156             
5400    417.701                 -1379.302             
5500    419.090                 -1380.521             
5600    420.456                 -1381.815             
5700    421.801                 -1383.187             
5800    423.124                 -1384.640             
5900    424.426                 -1386.177             
6000    425.709                 -1387.802             
