T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  184.024                 -342.333              
300     184.026                 -342.351              
400     187.596                 -370.290              
500     194.336                 -367.506              
600     201.884                 -364.817              
700     209.452                 -362.222              
800     216.758                 -359.724              
900     223.708                 -357.335              
1000    230.282                 -355.065              
1100    236.488                 -352.919              
1200    242.351                 -354.613              
1300    247.896                 -352.182              
1400    253.149                 -349.802              
1500    258.136                 -347.484              
1600    262.878                 -345.240              
1700    267.398                 -343.081              
1800    271.713                 -341.020              
1900    275.839                 -339.070              
2000    279.793                 -337.242              
