T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     375.259                 -622.792              
200     321.778                 -625.345              
250     316.265                 -626.062              
298.15  315.016                 -626.562              
300     315.017                 -626.579              
350     315.973                 -626.996              
400     318.131                 -627.428              
450     320.962                 -627.994              
500     324.168                 -628.780              
600     331.067                 -630.814              
700     338.088                 -631.991              
800     344.947                 -633.652              
900     351.537                 -634.868              
1000    357.825                 -636.057              
1100    363.810                 -645.589              
1200    369.507                 -646.959              
1300    374.934                 -648.204              
1400    380.111                 -649.348              
1500    385.057                 -650.416              
1600    389.791                 -651.435              
1700    394.328                 -652.428              
1800    398.685                 -653.421              
1900    402.874                 -654.439              
2000    406.908                 -655.506              
2100    410.798                 -656.648              
2200    414.554                 -797.410              
2300    418.183                 -797.936              
2400    421.696                 -798.697              
2500    425.098                 -799.697              
2600    428.397                 -800.931              
2700    431.598                 -802.391              
2800    434.708                 -804.064              
2900    437.731                 -805.932              
3000    440.673                 -807.973              
3100    443.536                 -810.166              
3200    446.326                 -812.488              
3300    449.046                 -814.908              
3400    451.699                 -817.416              
3500    454.289                 -819.987              
3600    456.819                 -822.602              
3700    459.291                 -825.247              
3800    461.708                 -827.907              
3900    464.072                 -830.571              
4000    466.386                 -833.231              
4100    468.651                 -835.879              
4200    470.870                 -838.509              
4300    473.044                 -841.123              
4400    475.176                 -843.716              
4500    477.267                 -846.289              
4600    479.318                 -848.834              
4700    481.330                 -851.342              
4800    483.307                 -853.851              
4900    485.248                 -856.341              
5000    487.154                 -858.822              
5100    489.028                 -861.271              
5200    490.870                 -863.732              
5300    492.681                 -866.188              
5400    494.462                 -868.644              
5500    496.214                 -871.068              
5600    497.939                 -873.468              
5700    499.636                 -875.922              
5800    501.308                 -878.359              
5900    502.954                 -880.687              
6000    504.575                 -883.151              
