T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     283.140                 -288.280              
200     195.200                 -292.995              
298.15  184.180                 -295.767              
300     184.182                 -295.804              
400     189.462                 -296.894              
500     200.101                 -296.232              
600     215.652                 -283.459              
700     231.823                 -278.431              
800     247.845                 -271.621              
900     263.616                 -263.001              
1000    279.107                 -252.567              
1100    294.317                 -240.258              
1200    309.260                 -226.169              
1300    323.943                 -210.548              
1400    338.362                 -193.645              
1500    352.510                 -175.712              
