T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     74.885                  0.                    
200     53.954                  0.                    
250     51.911                  0.                    
298.15  51.455                  0.                    
300     51.455                  0.                    
400     53.116                  0.                    
500     56.675                  0.                    
600     60.074                  0.                    
700     63.216                  0.                    
800     66.097                  0.                    
900     68.742                  0.                    
1000    71.179                  0.                    
1100    73.436                  0.                    
1200    77.573                  0.                    
1300    85.717                  0.                    
1400    92.813                  0.                    
1500    99.061                  0.                    
1600    104.616                 0.                    
1700    109.593                 0.                    
1800    114.085                 0.                    
1900    118.165                 0.                    
2000    121.892                 0.                    
2100    125.313                 0.                    
2200    128.469                 0.                    
2300    131.391                 0.                    
2400    134.108                 0.                    
2500    136.642                 0.                    
2600    139.013                 0.                    
2700    141.238                 0.                    
2800    143.333                 0.                    
2900    145.309                 0.                    
3000    147.177                 0.                    
3100    148.948                 0.                    
3200    150.630                 0.                    
3300    152.230                 0.                    
3400    153.756                 0.                    
3500    155.213                 0.                    
3600    156.606                 0.                    
3700    157.941                 0.                    
3800    159.221                 0.                    
3900    160.451                 0.                    
4000    161.634                 0.                    
4100    162.774                 0.                    
4200    163.873                 0.                    
4300    164.934                 0.                    
4400    165.959                 0.                    
4500    166.952                 0.                    
4600    167.913                 0.                    
4700    168.846                 0.                    
4800    169.750                 0.                    
4900    170.630                 0.                    
5000    171.484                 0.                    
5200    173.127                 0.                    
5400    174.689                 0.                    
5600    176.179                 0.                    
5800    177.604                 0.                    
6000    178.969                 0.                    
