T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     376.278                 -391.949              
200     328.945                 -393.621              
250     324.413                 -394.746              
298.15  323.413                 -407.103              
300     323.415                 -407.180              
350     324.158                 -438.128              
400     325.813                 -438.263              
450     327.957                 -438.425              
500     330.358                 -438.614              
600     335.463                 -439.073              
700     340.591                 -439.642              
800     345.550                 -440.323              
900     350.272                 -441.744              
1000    354.742                 -442.331              
1100    358.965                 -450.827              
1200    362.958                 -452.340              
1300    366.735                 -453.860              
1400    370.315                 -455.388              
1500    373.715                 -456.923              
1600    376.950                 -458.469              
1700    380.033                 -596.940              
1800    382.977                 -596.648              
1900    385.794                 -596.377              
2000    388.493                 -596.130              
2100    391.084                 -595.913              
2200    393.574                 -595.732              
2300    395.971                 -595.595              
2400    398.281                 -595.508              
2500    400.510                 -595.480              
2600    402.663                 -595.520              
2700    404.746                 -595.635              
2800    406.763                 -595.834              
2900    408.717                 -596.125              
3000    410.613                 -596.519              
3100    412.453                 -597.021              
3200    414.241                 -597.641              
3300    415.980                 -598.385              
3400    417.672                 -599.259              
3500    419.320                 -600.270              
3600    420.926                 -601.423              
3700    422.492                 -602.720              
3800    424.020                 -604.165              
3900    425.511                 -605.759              
4000    426.968                 -607.504              
4100    428.392                 -609.398              
4200    429.784                 -611.437              
4300    431.146                 -613.623              
4400    432.479                 -615.951              
4500    433.785                 -618.416              
4600    435.063                 -620.948              
4700    436.316                 -623.651              
4800    437.545                 -626.467              
4900    438.750                 -629.391              
5000    439.932                 -632.409              
5100    441.092                 -635.497              
5200    442.231                 -638.685              
5300    443.350                 -641.944              
5400    444.449                 -645.266              
5500    445.530                 -648.643              
5600    446.591                 -652.065              
5700    447.636                 -655.524              
5800    448.662                 -659.013              
5900    449.673                 -662.314              
6000    450.667                 -665.808              
