T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     312.988                 635.125               
200     272.794                 636.108               
250     268.794                 636.134               
298.15  267.898                 635.968               
300     267.899                 635.959               
350     268.577                 635.651               
400     270.099                 635.254               
450     272.087                 634.792               
500     274.329                 634.279               
600     279.135                 633.123               
700     284.005                 631.823               
800     288.745                 630.384               
900     293.281                 628.818               
1000    297.593                 627.128               
1100    301.681                 625.319               
1200    305.555                 623.395               
1300    309.230                 621.357               
1400    312.720                 619.203               
1500    316.040                 616.934               
1600    319.204                 614.549               
1700    322.225                 461.519               
1800    325.114                 459.598               
1900    327.881                 457.692               
2000    330.536                 455.803               
2100    333.089                 453.933               
2200    335.545                 452.084               
2300    337.913                 450.258               
2400    340.198                 448.456               
2500    342.407                 446.681               
2600    344.545                 444.932               
2700    346.615                 443.212               
2800    348.623                 441.521               
2900    350.573                 439.860               
3000    352.467                 438.228               
3100    354.309                 436.626               
3200    356.103                 435.054               
3300    357.850                 433.511               
3400    359.554                 431.997               
3500    361.216                 430.511               
3600    362.839                 -723.403              
3700    364.425                 -723.593              
3800    365.975                 -723.763              
3900    367.492                 -723.913              
4000    368.976                 -724.042              
4100    370.429                 -724.151              
4200    371.853                 -724.241              
4300    373.248                 -724.312              
4400    374.616                 -724.363              
4500    375.959                 -724.398              
4600    377.276                 -724.415              
4700    378.569                 -724.416              
4800    379.839                 -724.402              
4900    381.087                 -724.374              
5000    382.314                 -724.333              
5100    383.519                 -724.280              
5200    384.705                 -724.217              
5300    385.871                 -724.145              
5400    387.018                 -724.065              
5500    388.148                 -723.976              
5600    389.260                 -723.885              
5700    390.354                 -723.790              
5800    391.433                 -723.693              
5900    392.495                 -723.596              
6000    393.542                 -723.498              
