T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     56.366                  -278.227              
200     32.058                  -279.027              
298.15  28.485                  -279.491              
300     28.486                  -279.498              
400     30.375                  -279.814              
500     34.253                  -280.169              
600     38.893                  -280.556              
700     43.785                  -280.964              
800     48.696                  -281.376              
900     53.519                  -281.799              
1000    58.206                  -282.273              
1100    62.741                  -282.845              
1200    67.120                  -287.496              
1300    71.347                  -287.529              
1400    75.428                  -287.537              
1500    79.371                  -287.539              
1600    83.184                  -287.553              
1700    86.875                  -287.599              
1800    90.451                  -287.698              
1900    93.920                  -287.872              
2000    97.287                  -302.828              
2100    100.558                 -303.964              
2200    103.740                 -305.057              
2300    106.836                 -306.118              
2400    109.851                 -407.675              
2500    112.789                 -408.851              
2600    115.654                 -409.944              
2700    118.450                 -410.953              
2800    121.180                 -411.879              
2900    123.847                 -412.721              
3000    126.454                 -413.479              
3100    129.004                 -414.153              
3200    131.501                 414.744               
3300    133.945                 -415.251              
3400    136.341                 -415.674              
3500    138.689                 -416.014              
3600    140.993                 -416.270              
3700    143.253                 -825.541              
3800    145.473                 -824.395              
3900    147.653                 -823.221              
4000    149.795                 -822.017              
