T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  87.864                  -574.045              
300     87.866                  -574.019              
400     91.736                  -572.560              
500     99.206                  -570.950              
600     107.764                 -569.218              
700     116.535                 -567.392              
800     125.181                 -565.567              
900     133.559                 -563.945              
1000    141.614                 -562.905              
1100    149.328                 -562.696              
1200    156.699                 -561.930              
1300    163.740                 -559.553              
1400    170.463                 -557.318              
1500    176.889                 -555.230              
