T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     356.426                 -819.104              
200     309.982                 -820.147              
250     305.295                 -820.563              
298.15  304.236                 -820.901              
300     304.238                 -820.913              
350     305.049                 -821.218              
400     306.888                 -821.502              
450     309.309                 -821.788              
500     312.060                 -822.092              
600     318.009                 -822.797              
700     324.096                 -823.678              
800     330.065                 -824.812              
900     335.813                 -826.340              
1000    341.304                 -828.578              
1100    346.531                 -831.709              
1200    351.503                 -834.291              
1300    356.231                 -835.234              
1400    360.734                 -836.270              
1500    365.026                 -837.402              
1600    369.124                 -838.630              
1700    373.041                 -840.905              
1800    376.793                 -842.660              
1900    380.390                 -858.605              
2000    383.845                 -860.782              
2100    387.168                 -862.961              
2200    390.367                 -865.139              
2300    393.451                 -867.309              
2400    396.428                 -869.469              
2500    399.305                 -871.611              
2600    402.087                 -873.732              
2700    404.782                 -875.826              
2800    407.394                 -877.889              
2900    409.927                 -879.917              
3000    412.387                 -881.907              
3100    414.777                 -883.854              
3200    417.102                 -1234.057             
3300    419.364                 -1234.012             
3400    421.567                 -1233.952             
3500    423.713                 -1233.874             
3600    425.807                 -1233.780             
3700    427.849                 -1233.669             
3800    429.843                 -1233.541             
3900    431.791                 -1233.397             
4000    433.694                 -1233.239             
4100    435.555                 -1233.068             
4200    437.376                 -1232.884             
4300    439.158                 -1232.691             
4400    440.903                 -1232.489             
4500    442.613                 -1232.281             
4600    444.288                 -1232.069             
4700    445.930                 -1231.854             
4800    447.541                 -1231.640             
4900    449.121                 -1231.428             
5000    450.672                 -1231.221             
5100    452.194                 -1231.021             
5200    453.690                 -1230.831             
5300    455.159                 -1230.654             
5400    456.602                 -1230.492             
5500    458.021                 -1230.348             
5600    459.417                 -1230.225             
5700    460.789                 -1230.127             
5800    462.140                 -1230.057             
5900    463.469                 -1230.018             
6000    464.776                 -1230.014             
