T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     132.466                 -185.749              
200     82.538                  -188.682              
298.15  75.815                  -190.464              
300     75.817                  -190.484              
400     79.181                  -191.531              
500     85.783                  -195.573              
600     93.475                  -196.207              
700     101.476                 -196.396              
800     109.442                 -196.317              
900     117.209                 -196.167              
1000    124.695                 -196.037              
1100    131.870                 -195.938              
1200    138.732                 -195.873              
1300    145.291                 -195.861              
1400    151.562                 -195.910              
1500    157.563                 -196.017              
1600    163.311                 -196.184              
1700    168.823                 -341.644              
1800    174.118                 -341.173              
1900    179.209                 -340.766              
2000    184.110                 -340.424              
