T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     258.754                 240.089               
200     233.589                 239.647               
298.15  230.601                 238.488               
300     230.601                 238.463               
400     231.932                 234.779               
500     234.488                 231.752               
600     237.390                 229.039               
700     240.332                 226.505               
800     243.199                 224.026               
900     245.949                 168.402               
1000    248.574                 156.478               
1100    251.075                 155.365               
1200    253.462                 154.331               
1300    255.742                 153.382               
1400    257.927                 152.519               
1500    260.025                 151.735               
1600    262.042                 151.025               
1700    263.986                 150.379               
1800    265.862                 149.785               
1900    267.674                 149.233               
2000    269.427                 148.711               
2100    271.125                 148.209               
2200    272.770                 147.719               
2300    274.365                 147.231               
2400    275.912                 146.738               
2500    277.415                 146.236               
2600    278.875                 145.720               
2700    280.293                 145.186               
2800    281.673                 -149.270              
2900    283.015                 -148.751              
3000    284.321                 -148.257              
3100    285.593                 -147.787              
3200    286.831                 -147.342              
3300    288.039                 -146.922              
3400    289.216                 -146.528              
3500    290.364                 -146.159              
3600    291.485                 -145.814              
3700    292.579                 -145.494              
3800    293.647                 -145.197              
3900    294.691                 -144.923              
4000    295.711                 -144.672              
4100    296.709                 -144.443              
4200    297.685                 -144.236              
4300    298.640                 -144.050              
4400    299.575                 -143.885              
4500    300.491                 -143.739              
4600    301.388                 -143.615              
4700    302.267                 -143.511              
4800    303.129                 -143.427              
4900    303.975                 -143.363              
5000    304.804                 -143.319              
5100    305.618                 -143.296              
5200    306.417                 -143.293              
5300    307.202                 -143.311              
5400    307.973                 -143.350              
5500    308.730                 -143.409              
5600    309.475                 -143.490              
5700    310.207                 -143.593              
5800    310.927                 -143.715              
5900    311.635                 -143.862              
6000    312.332                 -144.010              
