T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  120.499                 -188.698              
300     120.501                 -188.702              
400     123.314                 -204.858              
500     128.858                 -247.213              
600     135.283                 -244.932              
700     141.881                 -242.604              
800     150.041                 -218.107              
900     159.539                 -213.193              
1000    168.395                 -208.381              
1100    176.669                 -203.671              
1200    184.422                 -199.065              
1300    191.707                 -194.569              
1400    198.572                 -190.192              
1500    205.060                 -185.943              
