T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  246.769                 941.793               
300     246.770                 941.830               
350     247.250                 942.799               
400     248.339                 943.741               
450     249.779                 944.658               
500     251.423                 945.555               
600     255.013                 947.299               
700     258.731                 948.992               
800     262.420                 950.648               
900     266.010                 952.274               
1000    269.470                 953.874               
1100    272.790                 955.450               
1200    275.970                 957.003               
1300    279.013                 958.534               
1400    281.926                 960.043               
1500    284.717                 961.528               
1600    287.392                 962.992               
1700    289.960                 964.435               
1800    292.427                 965.857               
1900    294.801                 967.262               
2000    297.086                 968.652               
2100    299.290                 970.029               
2200    301.417                 971.397               
2300    303.472                 972.761               
2400    305.460                 974.123               
2500    307.385                 975.488               
2600    309.250                 976.859               
2700    311.059                 978.242               
2800    312.815                 979.638               
2900    314.521                 981.052               
3000    316.180                 982.486               
3100    317.794                 983.943               
3200    319.366                 985.426               
3300    320.897                 986.936               
3400    322.391                 988.476               
3500    323.848                 990.045               
3600    325.270                 991.647               
3700    326.660                 993.281               
3800    328.018                 994.948               
3900    329.346                 996.648               
4000    330.646                 998.381               
4100    331.918                 1000.148              
4200    333.164                 1001.949              
4300    334.385                 1003.782              
4400    335.581                 1005.647              
4500    336.755                 1007.544              
4600    337.906                 1009.472              
4700    339.035                 1011.431              
4800    340.144                 1013.419              
4900    341.234                 1015.436              
5000    342.304                 1017.481              
5100    343.356                 1019.552              
5200    344.389                 1021.650              
5300    345.406                 1023.772              
5400    346.406                 1025.918              
5500    347.391                 1028.088              
5600    348.359                 1030.279              
5700    349.313                 1032.491              
5800    350.252                 1034.723              
5900    351.177                 1036.975              
6000    352.088                 1039.244              
