T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     352.981                 -494.460              
200     296.554                 -502.796              
250     290.231                 -506.627              
298.15  288.723                 -510.030              
300     288.725                 -510.154              
350     289.969                 -513.304              
400     292.916                 -516.075              
450     296.967                 -518.480              
500     301.756                 -520.537              
600     312.662                 -523.714              
700     324.486                 -525.828              
800     336.652                 -527.084              
900     348.856                 -527.656              
1000    360.928                 -527.689              
1100    372.775                 -527.300              
1200    384.346                 -526.590              
1300    395.614                 -525.636              
1400    406.571                 -524.504              
1500    417.213                 -523.246              
1600    427.546                 -521.905              
1700    437.577                 -520.514              
1800    447.316                 -519.102              
1900    456.774                 -517.691              
2000    465.962                 -516.299              
2100    474.891                 -514.942              
2200    483.574                 -513.632              
2300    492.020                 -512.379              
2400    500.241                 -661.971              
2500    508.247                 -661.093              
2600    516.047                 -660.198              
2700    523.650                 -659.291              
2800    531.066                 -658.378              
2900    538.303                 -657.465              
3000    545.367                 -656.555              
3100    552.268                 -655.652              
3200    559.012                 -654.759              
3300    565.604                 -653.880              
3400    572.053                 -653.018              
3500    578.362                 -652.174              
3600    584.539                 -651.351              
3700    590.588                 -650.551              
3800    596.514                 -649.777              
3900    602.322                 -649.030              
4000    608.016                 -648.311              
4100    613.601                 -647.623              
4200    619.080                 -2086.514             
4300    624.458                 -2082.627             
4400    629.737                 -2078.778             
4500    634.922                 -2074.970             
4600    640.015                 -2071.202             
4700    645.020                 -2067.477             
4800    649.940                 -2063.794             
4900    654.776                 -2060.155             
5000    659.533                 -2056.561             
5100    664.213                 -2053.011             
5200    668.818                 -2049.505             
5300    673.350                 -2046.044             
5400    677.811                 -2042.627             
5500    682.204                 -2039.254             
5600    686.531                 -2035.924             
5700    690.794                 -2032.637             
5800    694.994                 -2029.392             
5900    699.133                 -2026.189             
6000    703.214                 -2023.026             
