T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  92.069                  2.087                 
300     92.069                  2.087                 
350     92.462                  0.                    
400     93.328                  0.                    
450     94.441                  0.                    
500     95.680                  0.                    
600     98.295                  0.                    
700     100.905                 0.                    
800     103.416                 0.                    
900     105.801                 0.                    
1000    108.053                 67.129                
1100    110.178                 -66.105               
1200    112.184                 -65.075               
1300    114.082                 -64.040               
1400    115.879                 -62.998               
1500    117.587                 -61.950               
