T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     173.312                 -315.663              
200     116.256                 -314.374              
298.15  109.266                 -312.545              
300     109.267                 -312.508              
400     112.391                 -310.520              
500     118.382                 -308.570              
600     125.170                 -306.698              
700     132.042                 -304.875              
800     138.735                 -303.536              
900     145.149                 -301.883              
1000    151.255                 -300.401              
1100    160.585                 -253.444              
1200    169.589                 -251.426              
1300    177.845                 -249.865              
1400    185.467                 -248.888              
1500    192.545                 -246.910              
1600    199.152                 -244.688              
1700    205.347                 -242.375              
1800    211.177                 -256.339              
1900    216.684                 -254.300              
2000    221.901                 -252.271              
