T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     117.951                 -273.176              
200     77.063                  -274.522              
298.15  71.797                  -274.470              
300     71.799                  -274.461              
400     74.289                  -273.688              
500     79.180                  -272.580              
600     84.841                  -271.311              
700     90.661                  -274.848              
800     96.391                  -273.510              
900     101.927                 -272.090              
1000    107.231                 -270.609              
1100    112.292                 -269.091              
1200    117.114                 -267.562              
