T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     156.473                 -306.791              
200     104.534                 -306.057              
298.15  98.157                  -304.930              
300     98.159                  -304.908              
400     101.033                 -303.688              
500     106.597                 -302.454              
600     112.945                 -301.421              
700     119.389                 -300.407              
800     125.660                 -299.137              
900     131.664                 -297.846              
1000    137.382                 -296.473              
1100    142.826                 -294.932              
1200    148.024                 -293.120              
1300    153.007                 -290.929              
1400    161.873                 -210.936              
1500    170.198                 -208.194              
1600    177.903                 -205.555              
1700    185.075                 -203.024              
1800    191.780                 -217.755              
