T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  144.494                 -230.120              
300     144.496                 -230.098              
400     147.436                 -228.779              
500     153.079                 -227.271              
600     159.498                 225.569               
700     166.035                 -282.429              
800     172.441                 -279.728              
900     178.615                 -276.859              
1000    184.531                 -273.816              
1100    190.185                 -270.604              
1200    195.589                 -267.231              
1300    200.759                 -263.704              
1400    205.710                 -260.034              
1500    210.458                 -256.221              
